"","status","tempo_empresa","moradia","tempo_emprestimo","idade","estado_civil","registros","trabalho","despesas","renda","ativos","dividas","valor_emprestimo","preco_do_bem"
"877","bom",2,"própria",36,43,"casada(o)","sim","autônomo",90,180,8000,560,700,1300
"878","ruim",4,"própria",48,44,"casada(o)","não","autônomo",60,250,40000,9300,700,1111
"879","bom",1,"própria",60,55,"casada(o)","não","outros",45,129,3000,0,970,1264
"880","ruim",0,"alugada",60,32,"casada(o)","não","autônomo",90,NA,0,0,1600,1692
"881","ruim",1,"outras",48,26,"solteira(o)","não","meio período",35,116,2000,0,1100,1123
"882","bom",9,"própria",60,33,"casada(o)","não","fixo",75,88,2500,0,1000,1386
"883","bom",11,"alugada",24,27,"casada(o)","não","meio período",72,120,0,0,900,1395
"884","ruim",2,"alugada",60,24,"casada(o)","não","fixo",70,100,0,0,900,1127
"885","bom",0,"própria",60,29,"casada(o)","não","fixo",60,100,5000,0,800,960
"886","ruim",1,"pais",60,20,"solteira(o)","não","autônomo",35,113,13000,0,1500,2179
"887","bom",20,"própria",36,46,"casada(o)","sim","autônomo",105,80,9000,0,850,886
"888","bom",30,"própria",60,62,"casada(o)","não","fixo",60,150,3200,400,800,1314
"889","ruim",0,"outras",36,49,"casada(o)","sim","autônomo",75,NA,0,0,2400,2800
"890","bom",2,"pais",60,27,"solteira(o)","não","fixo",35,71,3500,0,600,960
"891","ruim",1,"alugada",60,52,"divorciada(o)","não","fixo",55,99,0,0,750,873
"892","bom",2,"outras",36,26,"solteira(o)","não","fixo",35,63,0,0,300,1111
"893","ruim",5,"própria",60,43,"casada(o)","sim","autônomo",75,166,7000,700,1000,1040
"894","bom",15,"pais",60,34,"casada(o)","não","fixo",45,108,0,0,1000,1995
"895","bom",15,"alugada",60,37,"casada(o)","não","fixo",58,134,500,0,900,1333
"896","bom",5,"alugada",36,37,"casada(o)","não","fixo",74,138,0,0,900,1358
"897","bom",3,"própria",48,39,"casada(o)","não","fixo",60,110,3000,0,1270,1613
"898","bom",2,"própria",60,26,"casada(o)","não","fixo",45,160,3500,0,1300,1855
"899","bom",2,"própria",60,34,"casada(o)","não","fixo",60,176,4000,450,1800,2271
"900","ruim",1,"pais",60,30,"separada(o)","não","meio período",35,70,0,0,925,925
"901","bom",4,"alugada",60,26,"casada(o)","não","fixo",51,60,0,0,1750,1950
"902","bom",20,"outras",6,58,"casada(o)","sim","fixo",45,130,0,0,500,2058
"903","bom",1,"pais",60,36,"solteira(o)","não","fixo",35,176,0,0,1100,1600
"904","bom",13,"própria",60,40,"casada(o)","não","fixo",90,130,3000,0,800,860
"905","bom",7,"própria",36,49,"viúva(o)","não","fixo",35,108,12000,0,350,875
"906","bom",15,"própria",60,55,"casada(o)","não","autônomo",60,NA,6500,3650,1200,1710
"907","bom",1,"própria",60,25,"casada(o)","não","autônomo",60,150,10000,2000,1000,1260
"908","bom",6,"alugada",36,33,"casada(o)","não","fixo",108,183,0,0,950,1705
"909","bom",18,"alugada",60,38,"casada(o)","não","fixo",56,108,0,0,1000,1307
"910","bom",15,"outras",36,38,"casada(o)","sim","autônomo",90,200,6000,0,1550,1982
"911","bom",11,"alugada",12,33,"casada(o)","não","fixo",78,180,0,0,300,1479
"912","ruim",0,"pais",48,22,"solteira(o)","sim",NA,45,NA,0,0,1000,1449
"913","bom",15,"alugada",60,42,"casada(o)","não","fixo",58,130,0,0,1000,1308
"914","ruim",1,"alugada",48,47,"casada(o)","não","fixo",74,140,0,0,2000,2201
"915","bom",0,"própria",60,25,"casada(o)","não","fixo",75,141,3500,0,1250,1350
"916","bom",17,"própria",48,42,"casada(o)","não","fixo",60,127,3500,0,700,1386
"917","bom",21,"própria",48,52,"casada(o)","não","fixo",60,117,3000,0,1650,2276
"918","bom",13,"alugada",36,36,"casada(o)","sim","fixo",88,130,0,0,400,1608
"919","bom",5,"própria",60,28,"casada(o)","sim","autônomo",75,240,3000,0,1300,1585
"920","bom",18,"pais",60,33,"solteira(o)","sim","fixo",35,425,0,0,900,1320
"921","bom",10,"própria",60,46,"casada(o)","sim","autônomo",75,800,25000,2050,2600,3190
"922","bom",3,"pais",60,22,"solteira(o)","não","fixo",35,80,0,0,1000,1500
"923","bom",1,"alugada",60,22,"solteira(o)","não","fixo",45,95,0,0,1250,1571
"924","ruim",3,"própria",60,23,"solteira(o)","não","meio período",35,71,1500,0,1150,1386
"925","bom",8,"outras",60,29,"casada(o)","não","fixo",45,135,0,0,1400,1680
"926","bom",4,"pais",36,29,"solteira(o)","não","fixo",35,47,0,0,400,450
"927","bom",10,"pais",12,37,"casada(o)","não","fixo",90,250,3000,0,240,1488
"928","bom",3,"outras",12,30,"solteira(o)","não","autônomo",35,150,0,0,920,1396
"929","bom",29,"própria",48,52,"casada(o)","não","fixo",60,118,6500,0,750,1255
"930","bom",12,"própria",48,46,"casada(o)","não","fixo",60,130,6000,0,1480,1883
"931","bom",15,"própria",36,51,"casada(o)","não","fixo",45,125,4000,200,375,375
"932","bom",5,"alugada",60,28,"casada(o)","não","autônomo",77,171,0,0,2500,3070
"933","bom",0,"própria",36,33,"casada(o)","não","fixo",45,265,2500,1100,1400,2189
"934","bom",10,"alugada",60,39,"solteira(o)","não","autônomo",45,100,0,0,1450,1692
"935","ruim",4,"alugada",60,33,"casada(o)","não","autônomo",82,69,0,0,2000,2216
"936","bom",12,"própria",48,40,"casada(o)","não","fixo",75,293,4000,0,1298,1298
"937","bom",13,"priv",24,59,"viúva(o)","não","fixo",35,87,1200,0,425,750
"938","bom",16,"própria",60,32,"casada(o)","não","fixo",45,110,6000,2000,1400,1830
"939","bom",2,"própria",60,45,"casada(o)","não","autônomo",75,75,2500,0,1100,1242
"940","ruim",3,"outras",48,38,"casada(o)","não","autônomo",75,40,3500,0,600,882
"941","bom",4,"própria",60,26,"casada(o)","não","fixo",45,140,3500,1500,600,1137
"942","ruim",0,"alugada",24,29,"casada(o)","não","autônomo",60,NA,0,0,275,275
"943","ruim",0,"pais",36,21,"solteira(o)","não","meio período",45,161,2500,0,580,580
"944","bom",2,"pais",6,31,"solteira(o)","não","fixo",35,70,0,0,850,1403
"945","bom",18,"própria",36,32,"casada(o)","não","fixo",75,65,2500,0,700,957
"946","bom",4,"outras",24,40,"casada(o)","não","meio período",60,66,0,0,1300,1300
"947","ruim",4,"alugada",48,29,"casada(o)","sim","fixo",42,73,0,0,579,1097
"948","bom",7,"alugada",36,33,"casada(o)","não","autônomo",78,178,0,0,700,1033
"949","bom",0,"pais",60,29,"separada(o)","não","meio período",35,140,0,0,763,913
"950","ruim",2,"própria",60,57,"solteira(o)","não","autônomo",35,50,15000,0,960,962
"951","ruim",2,"própria",60,23,"casada(o)","não","fixo",45,78,5000,6300,1075,1123
"952","ruim",10,"própria",36,36,"casada(o)","não","autônomo",75,NA,10000,0,1000,1400
"953","bom",11,"própria",60,38,"casada(o)","não","autônomo",60,350,7500,0,1500,1800
"954","bom",1,"alugada",48,45,"casada(o)","não","fixo",59,140,0,0,1800,1980
"955","bom",2,"própria",36,51,"casada(o)","não","meio período",75,125,4500,0,600,989
"956","bom",22,"alugada",48,42,"casada(o)","sim","fixo",102,121,0,0,1000,1250
"957","bom",0,"própria",60,22,"solteira(o)","não","meio período",35,155,6500,0,1100,1646
"958","bom",2,"priv",48,26,"solteira(o)","não","fixo",35,133,3000,0,1000,1114
"959","bom",20,"própria",60,51,"casada(o)","não","fixo",75,117,2000,0,1000,1365
"960","ruim",1,"pais",36,33,"solteira(o)","não","fixo",35,125,0,0,600,1600
"961","bom",5,"priv",48,43,"casada(o)","sim","fixo",75,136,2500,500,940,1133
"962","bom",3,"própria",12,32,"casada(o)","não","autônomo",75,25,3600,1800,100,550
"963","ruim",11,"alugada",36,52,"casada(o)","não","fixo",93,176,0,0,350,350
"964","bom",20,"outras",12,65,"casada(o)","sim","autônomo",45,430,70000,0,1000,1321
"965","ruim",1,"alugada",60,32,"casada(o)","não","fixo",88,125,0,0,1200,1225
"966","bom",8,"própria",60,29,"viúva(o)","não","fixo",35,79,4000,0,850,950
"967","ruim",1,"alugada",36,25,"casada(o)","sim","meio período",69,92,0,0,475,550
"968","bom",0,"pais",60,22,"casada(o)","não","fixo",45,176,0,0,1150,1277
"969","ruim",2,"priv",60,53,"casada(o)","não","fixo",75,85,7000,0,1050,1172
"970","bom",1,"própria",24,47,"casada(o)","não","fixo",90,188,9000,0,700,1318
"971","bom",2,"alugada",48,34,"casada(o)","não","autônomo",75,300,0,0,1700,2185
"972","ruim",1,"pais",60,23,"solteira(o)","não","fixo",35,100,0,0,1500,2610
"973","bom",13,"alugada",60,54,"casada(o)","não","fixo",57,120,0,0,1000,1257
"974","bom",1,"pais",12,22,"solteira(o)","não","meio período",35,60,0,0,100,600
"975","ruim",1,"alugada",48,46,"casada(o)","não","fixo",103,125,1500,0,1100,1408
"976","bom",19,"própria",12,42,"casada(o)","não","fixo",90,464,5000,0,1100,2413
"977","bom",5,"pais",60,45,"casada(o)","sim","fixo",35,176,0,0,1000,1388
"978","bom",19,"pais",60,49,"solteira(o)","não","fixo",35,90,0,0,1600,1636
"979","bom",8,"própria",60,28,"casada(o)","não","autônomo",60,200,9000,0,750,850
"980","bom",1,"pais",24,22,"solteira(o)","não","fixo",35,415,0,0,700,1757
"981","bom",11,"própria",60,27,"casada(o)","não","fixo",45,318,8000,3300,1350,1600
"982","bom",6,"própria",18,33,"solteira(o)","não","fixo",35,163,6000,0,1200,2022
"983","ruim",4,"alugada",60,52,"casada(o)","não","fixo",97,72,0,0,1200,1200
"984","bom",2,"própria",60,34,"casada(o)","não","fixo",45,156,5000,198,1550,1550
"985","ruim",0,"própria",36,43,"viúva(o)","não","outros",35,49,2000,0,400,710
"986","bom",8,"própria",60,40,"casada(o)","não","fixo",75,110,3000,0,950,1286
"987","bom",3,"própria",60,31,"casada(o)","não","fixo",45,140,5500,1200,900,1400
"988","bom",2,"própria",36,31,"casada(o)","não","autônomo",60,92,2500,850,600,1638
"989","ruim",4,"alugada",60,27,"viúva(o)","sim","autônomo",35,NA,0,0,1700,1700
"990","bom",6,"própria",24,42,"casada(o)","não","meio período",60,145,3000,0,500,1850
"991","bom",2,"pais",60,35,"casada(o)","não","fixo",75,104,0,0,1200,1677
"992","bom",4,"própria",36,42,"casada(o)","sim","autônomo",75,400,12000,0,1500,1900
"993","bom",0,"própria",48,24,"casada(o)","não","meio período",45,95,5000,0,1000,1601
"994","bom",5,"própria",6,31,"casada(o)","não","autônomo",60,150,5000,0,300,1200
"995","bom",1,"pais",12,53,"solteira(o)","não","fixo",35,160,0,0,250,1456
"996","bom",14,"própria",60,59,"casada(o)","não","fixo",60,177,10000,0,1450,1456
"997","bom",12,"própria",48,38,"casada(o)","não","fixo",60,85,3000,0,500,960
"998","ruim",6,"alugada",36,49,"casada(o)","sim","autônomo",113,380,0,0,1000,1337
"999","bom",13,"própria",60,42,"casada(o)","não","fixo",60,107,4000,0,1000,1359
"1000","bom",0,"própria",36,54,"casada(o)","não","outros",45,134,2500,0,625,801
"1001","ruim",2,"alugada",60,24,"solteira(o)","não","fixo",35,NA,0,0,850,989
"1002","bom",21,"alugada",60,39,"casada(o)","não","fixo",124,191,2000,0,2000,2536
"1003","ruim",0,"própria",60,48,"casada(o)","não","meio período",75,100,7000,0,1000,1129
"1004","bom",2,"pais",36,20,"solteira(o)","não","fixo",35,110,0,0,500,1314
"1005","ruim",5,"outras",48,32,"casada(o)","sim","fixo",45,225,0,0,1000,1812
"1006","bom",15,"pais",60,51,"casada(o)","sim","fixo",60,100,0,0,300,1742
"1007","bom",35,"própria",48,54,"casada(o)","não","fixo",60,217,5000,0,1250,1455
"1008","ruim",3,"outras",36,40,"casada(o)","sim","fixo",75,176,0,0,950,1150
"1009","bom",3,"própria",24,29,"casada(o)","não","fixo",45,254,6000,800,500,1900
"1010","ruim",3,"outras",60,27,"casada(o)","não","fixo",90,126,4000,0,1400,1800
"1011","bom",0,"própria",60,57,"casada(o)","não","autônomo",45,200,3500,0,950,1070
"1012","ruim",1,"outras",60,36,"casada(o)","não","fixo",60,101,0,0,850,1098
"1013","ruim",10,"pais",60,31,"casada(o)","não","fixo",60,119,0,0,1600,1750
"1014","bom",0,"própria",48,22,"solteira(o)","não","fixo",35,152,4000,0,1210,1325
"1015","ruim",0,"pais",48,40,"casada(o)","não","meio período",90,113,3500,0,600,710
"1016","bom",18,"outras",36,54,"casada(o)","não","fixo",75,119,0,0,300,1268
"1017","ruim",0,"alugada",60,39,"solteira(o)","sim","fixo",35,NA,0,0,2350,2679
"1018","bom",8,"pais",60,26,"solteira(o)","não","autônomo",35,75,7000,0,850,989
"1019","bom",21,"alugada",60,36,"casada(o)","não","fixo",83,80,0,0,1220,1505
"1020","ruim",0,"pais",36,22,"casada(o)","não","meio período",60,137,0,0,700,900
"1021","bom",4,"priv",36,26,"casada(o)","não","fixo",45,107,3000,0,700,700
"1022","ruim",5,"própria",60,36,"casada(o)","não","autônomo",90,62,3000,0,650,1295
"1023","ruim",5,"própria",60,36,"casada(o)","não","autônomo",90,62,3000,0,650,1295
"1024","bom",19,"alugada",60,37,"casada(o)","sim","fixo",88,125,0,0,750,970
"1025","ruim",4,"alugada",60,28,"casada(o)","não","fixo",79,190,4000,0,1250,1250
"1026","bom",12,"própria",24,56,"casada(o)","sim","fixo",60,124,1000,0,500,1495
"1027","ruim",3,"própria",36,35,"casada(o)","sim","meio período",60,144,3000,0,475,690
"1028","ruim",0,"própria",60,31,"casada(o)","sim","fixo",45,184,3500,0,1550,1679
"1029","bom",5,"pais",24,26,"solteira(o)","não","autônomo",35,100,0,0,800,2450
"1030","bom",10,"própria",12,34,"casada(o)","não","fixo",75,80,4500,3500,300,1600
"1031","bom",2,"alugada",60,36,"casada(o)","não","fixo",58,129,0,0,1125,1575
"1032","bom",3,"própria",24,29,"casada(o)","não","fixo",60,225,9000,0,600,980
"1033","bom",13,"própria",48,33,"casada(o)","não","fixo",75,191,8000,2000,1400,1602
"1034","bom",2,"alugada",24,28,"casada(o)","não","fixo",75,150,0,0,512,1255
"1035","bom",5,"priv",60,24,"casada(o)","não","fixo",45,127,2000,0,1000,1282
"1036","ruim",43,"própria",60,57,"casada(o)","sim","fixo",45,283,8000,0,900,1168
"1037","bom",15,"pais",60,34,"solteira(o)","não","fixo",45,195,17000,0,1200,1200
"1038","bom",2,"própria",36,38,"casada(o)","não","fixo",45,114,3600,0,650,1100
"1039","bom",0,"alugada",60,29,"solteira(o)","não","fixo",35,NA,0,0,1550,1700
"1040","ruim",0,"alugada",60,36,"casada(o)","sim","fixo",85,100,0,0,1100,1256
"1041","bom",0,"alugada",36,29,"solteira(o)","não","meio período",46,113,0,0,1100,1110
"1042","bom",9,"própria",60,47,"casada(o)","não","autônomo",75,178,50000,0,1850,1852
"1043","bom",15,"própria",48,53,"casada(o)","não","autônomo",75,100,17000,0,500,1114
"1044","ruim",3,"alugada",36,32,"solteira(o)","não","autônomo",35,NA,0,0,950,1350
"1045","bom",10,"própria",60,34,"casada(o)","sim","fixo",60,310,3000,0,1600,1849
"1046","ruim",2,"outras",60,21,"solteira(o)","não","fixo",35,86,0,0,1400,1600
"1047","bom",10,"outras",36,32,"solteira(o)","não","fixo",35,139,0,0,1100,2471
"1048","bom",0,"própria",60,32,"solteira(o)","não","meio período",35,94,7500,0,1350,1583
"1049","bom",1,"alugada",36,24,"casada(o)","não","fixo",59,135,0,0,650,1136
"1050","bom",23,"priv",60,51,"casada(o)","sim","fixo",45,110,2500,0,800,1343
"1051","bom",3,"própria",48,29,"casada(o)","não","fixo",45,145,3500,0,700,1104
"1052","bom",4,"pais",54,38,"divorciada(o)","não","fixo",35,53,0,0,850,1129
"1053","bom",18,"própria",42,38,"casada(o)","não","autônomo",75,229,8000,0,1700,1850
"1054","ruim",12,"própria",60,47,"casada(o)","sim","autônomo",75,285,20000,0,1440,1440
"1055","bom",2,"alugada",12,34,"casada(o)","não","autônomo",69,240,0,0,500,700
"1056","bom",8,"pais",60,22,"solteira(o)","não","fixo",35,86,8000,0,1200,1214
"1057","ruim",24,"priv",60,46,"casada(o)","não","fixo",60,165,3500,1300,1400,1530
"1058","bom",14,"própria",60,39,"casada(o)","não","fixo",105,129,3500,1200,750,1888
"1059","bom",2,"pais",60,28,"casada(o)","não","fixo",60,131,6000,0,1250,1346
"1060","bom",6,NA,12,25,"solteira(o)","não","fixo",35,69,NA,NA,500,1275
"1061","bom",9,"alugada",60,39,"casada(o)","não","fixo",57,123,0,0,1000,1194
"1062","ruim",6,"alugada",48,53,"separada(o)","sim","fixo",56,208,0,0,1200,1479
"1063","bom",23,"própria",60,49,"casada(o)","não","fixo",60,133,2000,0,1000,1755
"1064","bom",3,"própria",24,46,"casada(o)","não","autônomo",75,500,14000,0,500,1095
"1065","bom",0,"pais",36,56,"casada(o)","sim","fixo",35,102,6000,0,1000,1606
"1066","bom",15,"própria",48,33,"casada(o)","não","fixo",75,150,3000,0,1000,1670
"1067","bom",0,"pais",60,30,"casada(o)","não","fixo",75,100,5000,0,1350,1896
"1068","bom",1,"alugada",18,26,"solteira(o)","não","fixo",46,110,0,0,500,600
"1069","bom",1,"própria",60,34,"casada(o)","não","autônomo",60,NA,11000,0,1400,1500
"1070","bom",16,"alugada",60,36,"solteira(o)","sim","fixo",47,120,5500,1700,1650,1852
"1071","ruim",2,"pais",24,37,"solteira(o)","não","fixo",35,78,0,0,800,1298
"1072","bom",12,"própria",60,26,"casada(o)","não","fixo",60,187,6000,1000,1100,1175
"1073","bom",25,"própria",60,62,"casada(o)","não","autônomo",60,428,22000,0,1900,1994
"1074","bom",3,"alugada",60,41,"casada(o)","não","outros",51,60,0,0,750,818
"1075","ruim",4,"própria",60,37,"casada(o)","não","fixo",75,116,3000,575,950,950
"1076","bom",2,"própria",36,32,"casada(o)","não","fixo",75,114,5000,0,1000,1853
"1077","bom",4,"própria",48,32,"casada(o)","não","fixo",45,208,6500,5000,1000,1323
"1078","bom",16,"própria",60,31,"casada(o)","não","fixo",75,123,4000,0,700,1698
"1079","ruim",0,"alugada",48,28,"casada(o)","não","meio período",66,64,0,0,1100,1365
"1080","bom",10,"própria",48,37,"casada(o)","não","fixo",75,350,7000,0,1000,1628
"1081","ruim",3,"pais",36,21,"solteira(o)","não","fixo",35,85,0,0,105,105
"1082","bom",5,"alugada",24,31,"casada(o)","não","fixo",84,90,0,0,400,2230
"1083","bom",16,"alugada",60,36,"casada(o)","não","fixo",100,250,0,0,1250,1816
"1084","bom",17,"própria",60,34,"casada(o)","não","fixo",75,173,4000,1600,933,964
"1085","ruim",1,"alugada",36,25,"solteira(o)","não","fixo",49,135,0,0,600,675
"1086","bom",20,"outras",60,36,"casada(o)","não","fixo",75,210,0,0,1330,1330
"1087","bom",7,"alugada",60,47,"casada(o)","não","fixo",53,80,0,0,1350,1612
"1088","bom",3,"priv",6,24,"solteira(o)","não","fixo",35,173,4800,0,475,1323
"1089","bom",13,"própria",60,28,"casada(o)","não","fixo",60,130,5000,1500,900,1281
"1090","bom",10,"própria",36,32,"casada(o)","não","fixo",75,112,5000,3600,400,830
"1091","ruim",2,"alugada",60,35,"casada(o)","sim","fixo",52,70,0,0,1000,1000
"1092","ruim",4,"pais",36,28,"solteira(o)","não","fixo",35,116,0,0,925,1350
"1093","bom",3,"própria",48,26,"casada(o)","não","fixo",45,165,4000,600,950,1490
"1094","bom",13,"própria",36,60,"casada(o)","não","autônomo",60,116,4000,0,1000,1100
"1095","bom",2,"própria",24,57,"casada(o)","não","outros",45,25,2500,0,400,1034
"1096","bom",2,"pais",36,34,"separada(o)","não","fixo",35,130,4000,0,500,550
"1097","ruim",2,"alugada",60,57,"casada(o)","não","outros",50,52,1800,0,800,866
"1098","ruim",0,"outras",24,46,"solteira(o)","sim","fixo",35,78,0,0,550,550
"1099","bom",1,"própria",60,28,"casada(o)","não","outros",45,148,4500,0,1300,1695
"1100","ruim",0,"própria",60,44,"casada(o)","não","outros",60,NA,25000,0,850,972
"1101","bom",12,"alugada",36,35,"casada(o)","sim","autônomo",82,74,8000,0,475,550
"1102","bom",1,"alugada",60,21,"solteira(o)","não","fixo",49,138,0,0,950,984
"1103","ruim",0,"própria",36,45,"casada(o)","sim","outros",90,155,5000,0,300,1012
"1104","bom",5,"alugada",48,31,"casada(o)","não","fixo",70,247,0,0,900,1039
"1105","bom",1,"pais",48,27,"solteira(o)","não","autônomo",35,85,0,0,650,650
"1106","bom",0,"própria",12,59,"casada(o)","não","autônomo",45,42,4000,0,400,790
"1107","bom",17,NA,60,55,"casada(o)","não","fixo",60,157,8000,0,1600,1600
"1108","bom",4,"própria",60,36,"casada(o)","sim","fixo",75,236,3750,2000,1500,1615
"1109","bom",15,"alugada",60,41,"casada(o)","não","fixo",74,137,0,0,1000,1450
"1110","bom",28,"própria",36,51,"casada(o)","não","autônomo",60,152,10000,0,500,635
"1111","ruim",1,"priv",60,35,"casada(o)","não","autônomo",35,NA,3000,0,1400,1411
"1112","bom",3,"pais",60,33,"solteira(o)","não","fixo",35,167,10000,0,2000,2250
"1113","ruim",0,"alugada",48,39,"casada(o)","sim","fixo",153,330,0,0,1000,1260
"1114","bom",7,"alugada",60,34,"solteira(o)","não","fixo",60,250,9200,0,1500,1594
"1115","ruim",1,"pais",36,22,"solteira(o)","não","fixo",35,80,8000,0,490,690
"1116","bom",4,"própria",36,25,"solteira(o)","não","fixo",35,200,5000,0,900,1139
"1117","bom",35,"própria",48,55,"casada(o)","não","autônomo",60,84,13000,0,1390,1390
"1118","bom",19,"própria",60,33,"casada(o)","não","fixo",75,200,10000,1620,1000,1671
"1119","bom",6,"própria",60,28,"casada(o)","não","fixo",60,187,5000,0,1500,2180
"1120","bom",1,"própria",60,24,"solteira(o)","não","fixo",35,70,4000,0,1200,1505
"1121","bom",12,"própria",60,38,"casada(o)","não","fixo",75,120,5000,0,1100,1172
"1122","bom",0,"própria",60,30,"casada(o)","não","fixo",45,80,2000,200,1000,1331
"1123","ruim",15,"alugada",24,47,"casada(o)","sim","autônomo",79,41,7000,0,1200,2257
"1124","ruim",3,"alugada",60,31,"casada(o)","sim","fixo",81,57,0,0,1400,1475
"1125","ruim",5,"pais",36,26,"solteira(o)","não","autônomo",35,NA,5000,3000,1200,2140
"1126","bom",0,"pais",48,21,"solteira(o)","não","fixo",35,70,0,0,1250,1365
"1127","ruim",0,"alugada",48,27,"casada(o)","não","autônomo",70,250,0,0,860,970
"1128","bom",5,"própria",60,65,"casada(o)","não","outros",45,222,12000,0,600,1264
"1129","bom",14,"própria",60,56,"casada(o)","sim","autônomo",75,150,NA,0,1000,1104
"1130","bom",10,"própria",48,41,"solteira(o)","não","fixo",35,175,3000,0,750,1128
"1131","bom",3,"alugada",36,25,"solteira(o)","não","fixo",49,138,0,0,900,1717
"1132","bom",4,"pais",36,27,"casada(o)","não","fixo",45,72,0,0,350,1426
"1133","ruim",0,"própria",60,62,"casada(o)","sim","outros",90,136,2650,0,600,790
"1134","ruim",10,"própria",60,42,"casada(o)","não","autônomo",90,40,5000,1600,2000,2550
"1135","bom",2,"pais",60,25,"solteira(o)","não","autônomo",45,130,8500,0,1100,1380
"1136","ruim",1,"pais",60,34,"casada(o)","não","fixo",75,190,0,0,700,719
"1137","bom",2,"própria",60,24,"casada(o)","não","fixo",60,243,2500,1980,1250,1451
"1138","bom",2,"alugada",60,26,"casada(o)","sim","fixo",70,98,0,0,1100,1240
"1139","ruim",0,"pais",24,21,"solteira(o)","sim","meio período",35,126,0,0,1150,1586
"1140","ruim",10,"própria",48,35,"casada(o)","não","meio período",75,55,4000,0,1500,1786
"1141","ruim",1,"própria",60,49,"casada(o)","não","meio período",105,88,2000,0,850,1149
"1142","ruim",1,"própria",60,35,"solteira(o)","não","meio período",35,181,4500,0,1600,1912
"1143","ruim",14,"priv",60,33,"casada(o)","sim","fixo",90,77,3400,0,1500,1813
"1144","ruim",4,"pais",36,27,"separada(o)","sim","fixo",35,110,0,0,300,550
"1145","bom",17,"própria",60,35,"casada(o)","não","fixo",60,125,4000,0,1080,1428
"1146","bom",4,"própria",60,27,"casada(o)","não","autônomo",60,225,14500,1200,700,2273
"1147","bom",2,"alugada",36,35,"solteira(o)","não","fixo",42,74,0,0,950,1000
"1148","bom",11,"própria",18,37,"casada(o)","não","fixo",45,115,20000,0,600,1200
"1149","bom",1,"alugada",48,64,"casada(o)","não","outros",74,137,3500,0,600,927
"1150","bom",14,"própria",36,34,"viúva(o)","não","fixo",45,202,6500,0,350,800
"1151","bom",2,"própria",48,37,"casada(o)","não","fixo",75,135,18000,0,1000,1062
"1152","bom",5,"própria",48,43,"casada(o)","não","autônomo",45,145,5000,0,680,1350
"1153","ruim",6,"alugada",36,49,"casada(o)","não","outros",65,54,0,0,450,615
"1154","bom",11,"própria",12,51,"casada(o)","não","autônomo",45,80,6000,0,1000,1931
"1155","bom",9,"própria",36,24,"casada(o)","não","fixo",45,140,9000,0,1000,1100
"1156","bom",1,"pais",60,22,"solteira(o)","não","fixo",35,90,0,0,1250,1590
"1157","ruim",0,"pais",36,30,"solteira(o)","não","outros",45,32,0,0,650,750
"1158","bom",1,"própria",24,33,"casada(o)","não","fixo",45,130,3000,0,800,1465
"1159","bom",17,"própria",24,50,"casada(o)","não","autônomo",60,285,22000,700,500,1321
"1160","bom",0,"pais",36,19,"solteira(o)","não","meio período",35,75,0,0,1450,1473
"1161","bom",5,"própria",36,26,"casada(o)","sim","autônomo",45,150,7000,0,1500,2588
"1162","bom",12,"própria",60,28,"solteira(o)","sim","fixo",35,172,3000,2000,950,1184
"1163","ruim",1,"alugada",36,23,"casada(o)","não","autônomo",75,300,0,0,400,700
"1164","bom",3,"pais",60,26,"solteira(o)","sim","fixo",35,73,0,0,650,1200
"1165","bom",20,"própria",60,51,"casada(o)","não","fixo",60,165,3500,0,500,625
"1166","ruim",3,"própria",36,38,"casada(o)","não","autônomo",90,300,3000,0,1200,1881
"1167","bom",14,"alugada",60,30,"casada(o)","sim","fixo",67,217,0,0,1800,1807
"1168","ruim",0,"outras",60,41,"casada(o)","sim","fixo",105,NA,0,0,1000,2750
"1169","bom",3,"priv",60,29,"casada(o)","não","fixo",60,90,2000,0,1650,1800
"1170","bom",4,"pais",36,28,"casada(o)","não","fixo",45,100,0,0,1000,2343
"1171","bom",0,"própria",48,38,"casada(o)","não","fixo",75,217,3500,0,1400,1689
"1172","ruim",7,"própria",48,29,"casada(o)","não","fixo",60,62,4000,0,984,984
"1173","bom",4,"alugada",6,28,"casada(o)","não","fixo",66,60,0,0,200,1566
"1174","bom",16,"própria",60,32,"casada(o)","não","fixo",60,117,1100,80,1400,1833
"1175","ruim",2,"alugada",48,22,"solteira(o)","não","fixo",42,73,0,0,940,1127
"1176","ruim",2,"pais",48,30,"solteira(o)","não","fixo",35,86,0,0,900,1127
"1177","ruim",11,"própria",48,30,"casada(o)","não","fixo",75,67,3000,2040,1000,1093
"1178","bom",30,"própria",36,53,"casada(o)","não","fixo",75,165,5000,0,900,900
"1179","ruim",2,"priv",60,28,"casada(o)","sim","fixo",75,166,6000,0,1500,1599
"1180","ruim",5,"outras",48,22,"solteira(o)","não","fixo",35,82,0,0,480,1910
"1181","ruim",1,"alugada",36,24,"casada(o)","não","autônomo",44,90,0,0,1050,1493
"1182","ruim",1,"alugada",60,52,"separada(o)","sim","fixo",68,327,0,0,700,819
"1183","bom",8,"própria",60,34,"casada(o)","não","fixo",75,145,3000,1800,1500,1703
"1184","bom",20,"alugada",36,39,"casada(o)","não","autônomo",95,202,0,0,600,1461
"1185","bom",4,"própria",60,30,"casada(o)","não","meio período",45,150,4000,2800,1400,1763
"1186","bom",5,"alugada",36,46,"casada(o)","não","fixo",82,223,0,0,450,650
